Target_Class;p_tag_count;comma_count;colon_count;hyphen_count;TTR;Compound;Positive;Neutral;Negative;FleschK_score;CC;PRP;PRP$;IN;NNP;period_count
Literary;1205;5090;24;1042;0.1751316721594234;1.0;0.2;0.626;0.174;50.04532917972071;33.0;2.0;2.0;602.0;13.0;393086
Literary;2516;8236;127;2591;0.15588936395626016;1.0;0.23600000000000002;0.622;0.142;49.399568181402884;56.0;10.0;2.0;1466.0;15.0;686540
Literary;3040;6720;28;849;0.16463611611057272;1.0;0.19899999999999998;0.6729999999999999;0.127;38.07324482327158;32.0;6.0;2.0;771.0;31.0;529705
Detective and Mystery;3210;7435;25;1093;0.1271315958815959;1.0;0.23199999999999998;0.66;0.10800000000000001;44.899282047938186;38.0;6.0;2.0;1250.0;19.0;624591
Literary;861;12702;218;3491;0.16202344687528847;1.0;0.243;0.655;0.102;41.59744028119332;51.0;20.0;5.0;1923.0;20.0;668989
Literary;1674;5651;156;940;0.17832190877933035;1.0;0.18899999999999997;0.6729999999999999;0.138;57.7201534944858;23.0;7.0;2.0;691.0;14.0;377034
Literary;1749;3737;33;541;0.21024258760107814;1.0;0.228;0.643;0.129;40.10363038414661;15.0;2.0;0.0;533.0;4.0;290285
Literary;2038;6849;122;767;0.12897317510588774;1.0;0.252;0.608;0.14;52.21040885249858;31.0;12.0;2.0;1406.0;19.0;635506
Literary;527;3570;62;317;0.2515863488252444;1.0;0.237;0.645;0.11800000000000001;29.27209517938618;29.0;1.0;0.0;364.0;2.0;216468
Literary;2052;7929;57;1608;0.12492442868082705;1.0;0.20600000000000002;0.6609999999999999;0.134;64.64740021241718;31.0;7.0;1.0;1202.0;31.0;605261
Humorous and Wit and Satire;1076;4015;40;1004;0.19011609803834348;1.0;0.22899999999999998;0.62;0.151;69.15339399608375;20.0;9.0;0.0;644.0;19.0;269240
Detective and Mystery;1338;2752;32;660;0.15946579194001875;1.0;0.151;0.74;0.109;57.132669993385115;22.0;1.0;1.0;532.0;9.0;258737
Detective and Mystery;2259;7274;154;534;0.13945779566710076;1.0;0.191;0.677;0.132;44.902047277209384;40.0;9.0;0.0;1068.0;21.0;539448
Literary;1924;6428;49;1480;0.16894999157296609;1.0;0.18;0.695;0.125;38.36791577126806;60.0;4.0;4.0;1355.0;12.0;523877
Literary;4204;7798;141;2264;0.15891443505927805;1.0;0.20199999999999999;0.69;0.10800000000000001;42.424147271063134;69.0;16.0;7.0;1794.0;31.0;679791
Literary;2780;10236;138;1578;0.1116816856612775;1.0;0.22;0.615;0.165;54.335738266433744;59.0;9.0;7.0;1845.0;23.0;700886
Literary;2466;8498;125;1618;0.1765809314238303;1.0;0.22;0.635;0.14400000000000002;42.096858576474894;37.0;7.0;2.0;1145.0;21.0;657085
Literary;873;10024;259;1765;0.18449707363549747;1.0;0.243;0.653;0.10400000000000001;42.55323052784866;39.0;18.0;1.0;1302.0;16.0;572848
Literary;813;9741;287;1720;0.17308680020544429;1.0;0.228;0.638;0.134;46.2125257204616;53.0;25.0;2.0;1370.0;23.0;574974
Love and Romance;5646;11219;33;1263;0.09547139830508476;1.0;0.254;0.6509999999999999;0.095;59.70200372973835;78.0;24.0;7.0;1665.0;41.0;947742
Literary;2818;6614;304;1197;0.13175387129117308;1.0;0.247;0.634;0.12;55.32587746057996;30.0;8.0;1.0;1100.0;12.0;361098
Literary;862;4112;77;584;0.21719251997693384;1.0;0.196;0.643;0.161;48.303525340567894;16.0;1.0;0.0;680.0;8.0;294582
Detective and Mystery;2766;5352;524;1732;0.17916360499664544;1.0;0.204;0.6709999999999999;0.124;43.3016509501212;19.0;2.0;2.0;680.0;17.0;405357
Literary;774;9662;326;4361;0.16360886552276696;1.0;0.23600000000000002;0.657;0.107;42.889634123809095;66.0;21.0;2.0;1674.0;21.0;678388
Literary;3324;8868;105;1431;0.1663784584980237;1.0;0.24100000000000002;0.591;0.16899999999999998;47.6636941107557;27.0;5.0;3.0;1233.0;26.0;599311
Literary;746;3118;22;204;0.21209357227170295;1.0;0.264;0.599;0.13699999999999998;56.041592167829435;12.0;7.0;2.0;344.0;23.0;212898
Detective and Mystery;3952;10220;386;1361;0.13934198515696314;1.0;0.19699999999999998;0.66;0.14300000000000002;49.8175018204725;38.0;12.0;0.0;1535.0;32.0;621909
Literary;3164;9571;74;1387;0.11542699724517905;1.0;0.249;0.597;0.154;56.662569695464036;31.0;10.0;2.0;1517.0;13.0;670720
Literary;1414;3829;78;1120;0.16910327241818954;1.0;0.201;0.667;0.132;58.37417051826228;18.0;11.0;0.0;478.0;20.0;294765
Literary;1011;13613;180;3420;0.13742907322345313;1.0;0.239;0.635;0.126;44.93971911910632;55.0;26.0;4.0;1974.0;27.0;711545
Literary;1740;7263;28;2067;0.2080417328581856;1.0;0.266;0.607;0.128;35.558435691588706;42.0;11.0;0.0;1368.0;21.0;590516
Literary;1233;3872;42;474;0.2237877574101126;1.0;0.261;0.607;0.133;44.311663790549964;14.0;3.0;1.0;458.0;16.0;274667
Literary;2055;3696;29;937;0.17673028897609705;1.0;0.20600000000000002;0.649;0.145;51.789439044308274;10.0;3.0;3.0;510.0;4.0;283530
Sea and Adventure;2191;7544;75;1890;0.16780969194902787;1.0;0.193;0.664;0.14300000000000002;48.39384079120731;32.0;5.0;4.0;1102.0;8.0;553626
Literary;1938;7217;26;2316;0.18038270237397105;1.0;0.204;0.659;0.13699999999999998;44.29076161504571;31.0;6.0;2.0;1312.0;13.0;566408
Literary;1713;7260;111;995;0.18459091812682812;1.0;0.204;0.652;0.14300000000000002;43.662778685181046;31.0;7.0;4.0;1024.0;19.0;431342
Literary;5841;17512;193;2200;0.09336240483254102;1.0;0.23399999999999999;0.607;0.159;57.36667450389592;47.0;11.0;8.0;2007.0;28.0;1028516
Detective and Mystery;2088;5846;152;703;0.1512276947103566;1.0;0.223;0.625;0.151;52.74182909076623;36.0;6.0;6.0;865.0;9.0;443846
Literary;2095;11783;164;1491;0.1141502690093683;1.0;0.185;0.659;0.156;67.15156159056559;27.0;8.0;0.0;1473.0;23.0;639528
Sea and Adventure;1176;4718;5;602;0.2052869915237837;1.0;0.18899999999999997;0.672;0.139;43.97864061336048;31.0;5.0;3.0;722.0;8.0;325898
Literary;2602;7405;40;1748;0.12902628656053314;1.0;0.276;0.612;0.11199999999999999;61.072801343027585;65.0;9.0;7.0;728.0;19.0;526510
Western Stories;1831;4809;117;1273;0.1693614439557106;1.0;0.163;0.693;0.14400000000000002;47.91879916084858;14.0;5.0;0.0;1013.0;15.0;413920
Literary;1676;7678;119;1998;0.15325043630017451;1.0;0.226;0.664;0.11;50.97735350936946;37.0;12.0;2.0;1078.0;15.0;567989
Detective and Mystery;1557;3367;29;921;0.2181068430046809;1.0;0.188;0.6709999999999999;0.141;51.022702327009114;22.0;5.0;2.0;734.0;13.0;335497
Literary;554;2364;46;590;0.2272667971298108;1.0;0.24100000000000002;0.61;0.149;54.11611163289564;14.0;5.0;2.0;390.0;14.0;189411
Literary;2706;7041;80;1538;0.1532569558101473;1.0;0.20600000000000002;0.68;0.114;56.36364216691582;30.0;9.0;4.0;1270.0;32.0;588091
Humorous and Wit and Satire;2340;5410;90;1235;0.22382717222591786;1.0;0.175;0.715;0.11;49.16259354137011;13.0;4.0;0.0;560.0;28.0;379577
Literary;73;522;1;129;0.4570778851620239;0.9999;0.182;0.722;0.096;51.48769738698336;7.0;;0.0;90.0;1.0;40482
Literary;422;2973;73;337;0.22011922503725784;1.0;0.239;0.623;0.138;63.04303421894497;9.0;3.0;2.0;378.0;11.0;163219
Literary;1038;5061;239;411;0.18014525687296706;1.0;0.226;0.653;0.12;54.668599931684845;19.0;3.0;3.0;644.0;5.0;275171
Literary;1211;4303;64;1285;0.2024339889166576;1.0;0.191;0.706;0.10300000000000001;52.43296630739815;34.0;3.0;1.0;671.0;16.0;349998
Detective and Mystery;1734;4331;14;499;0.1715453054861167;0.9846;0.162;0.682;0.155;41.587353680278255;27.0;5.0;4.0;864.0;10.0;454756
Literary;1513;5232;61;1649;0.14573163471841885;1.0;0.249;0.654;0.09699999999999999;55.72572884546412;27.0;14.0;2.0;899.0;16.0;506979
Love and Romance;2410;6979;165;1300;0.19212775247957084;1.0;0.249;0.637;0.114;51.13541961590596;8.0;8.0;0.0;639.0;22.0;398824
Literary;1886;5823;56;1051;0.17156202992637162;1.0;0.195;0.6659999999999999;0.139;52.46718730151854;37.0;15.0;3.0;911.0;10.0;470918
Literary;5740;11630;294;3090;0.13232501537885474;1.0;0.226;0.644;0.13;53.62883428269024;54.0;11.0;10.0;1783.0;19.0;931170
Literary;85;202;10;59;0.5687167805618829;0.9992;0.22;0.644;0.136;41.85417211071476;1.0;;0.0;23.0;2.0;17313
Literary;1041;3642;10;1084;0.22194978422910944;1.0;0.26;0.655;0.085;53.122106470687505;13.0;4.0;5.0;467.0;11.0;259933
Detective and Mystery;1240;3402;12;389;0.19249485613507952;1.0;0.171;0.674;0.156;38.94131048333071;22.0;1.0;2.0;752.0;7.0;380415
Literary;1316;3689;35;1277;0.20820336868371805;1.0;0.185;0.698;0.11800000000000001;52.34338496803341;30.0;7.0;3.0;546.0;11.0;327283
Literary;1361;4892;68;857;0.18296049837179668;1.0;0.272;0.614;0.114;41.59435978948699;28.0;8.0;1.0;818.0;20.0;358405
Literary;3201;8427;66;881;0.12521587626660147;1.0;0.196;0.687;0.11699999999999999;52.675330765563494;71.0;20.0;1.0;1487.0;62.0;776250
Literary;1559;4840;39;713;0.18763686657190054;1.0;0.207;0.6829999999999999;0.11;67.51069379753949;40.0;8.0;12.0;624.0;31.0;304823
Literary;1548;5642;11;897;0.20600018928041894;1.0;0.188;0.698;0.114;51.38311959804014;41.0;14.0;5.0;735.0;11.0;390695
Humorous and Wit and Satire;2636;5904;90;1328;0.19464175593266794;1.0;0.245;0.617;0.138;39.997911430436005;30.0;11.0;3.0;918.0;45.0;555314
Literary;792;3578;17;603;0.2549578004452959;1.0;0.244;0.626;0.13;45.44681963765535;15.0;4.0;2.0;469.0;10.0;245814
Literary;791;3221;19;575;0.2390568885650341;1.0;0.23399999999999999;0.616;0.15;47.44720816396465;10.0;4.0;0.0;463.0;5.0;244468
Literary;1712;5712;423;1579;0.16268026292769489;1.0;0.221;0.649;0.13;54.98429193189665;31.0;7.0;2.0;933.0;33.0;479317
Literary;2856;6777;239;2018;0.18472222222222226;1.0;0.204;0.6940000000000001;0.102;38.170085861414954;36.0;10.0;4.0;992.0;17.0;559151
Literary;1093;7846;36;839;0.1630410654827969;1.0;0.22699999999999998;0.6409999999999999;0.132;52.29167914644603;29.0;6.0;0.0;783.0;14.0;430844
Literary;1846;3846;20;794;0.1637256264184151;1.0;0.244;0.606;0.15;35.399162163484164;18.0;19.0;0.0;1233.0;12.0;531808
Literary;1435;3762;145;709;0.18342251009105415;1.0;0.187;0.6920000000000001;0.12;58.72905547733035;10.0;2.0;3.0;465.0;5.0;262276
Literary;1386;3871;142;613;0.1822175025341507;0.9999;0.166;0.685;0.15;57.59336812993385;12.0;6.0;0.0;507.0;5.0;263127
Literary;64;144;6;24;0.5945273631840796;0.9979;0.19399999999999998;0.703;0.102;60.603236092265966;2.0;;0.0;22.0;;10143
Literary;1678;5580;54;1050;0.16623179867014562;1.0;0.16699999999999998;0.716;0.11699999999999999;49.581183880100326;36.0;4.0;3.0;1138.0;13.0;438393
Literary;1;0;0;0;1.0;0.0;0.0;1.0;0.0;0.0;;;0.0;;;3
Literary;2484;6247;132;1401;0.13767799605030662;1.0;0.2;0.677;0.12300000000000001;50.76771921334699;41.0;2.0;1.0;1419.0;17.0;595419
Literary;1411;2679;31;999;0.2517905459175553;1.0;0.222;0.667;0.111;46.97590110495067;6.0;5.0;0.0;521.0;9.0;237397
Literary;277;1055;18;57;0.3542352589045196;1.0;0.23;0.645;0.124;27.225184627987204;6.0;2.0;1.0;155.0;;83216
Literary;1401;4293;86;614;0.21897869904738546;1.0;0.261;0.546;0.193;44.58098153185333;26.0;2.0;4.0;511.0;33.0;300499
Detective and Mystery;2768;7962;147;687;0.1666792805065718;1.0;0.192;0.698;0.11;47.96393088210221;29.0;8.0;1.0;1091.0;40.0;487678
Detective and Mystery;2187;5764;44;934;0.15698181184264048;1.0;0.192;0.684;0.125;50.28870490540544;29.0;4.0;2.0;1142.0;11.0;428319
Literary;2237;7691;30;2128;0.15851033135805756;1.0;0.168;0.69;0.141;51.040839779290344;37.0;2.0;3.0;1316.0;11.0;574881
Literary;1315;3925;53;636;0.20867469879518072;1.0;0.287;0.602;0.11199999999999999;50.240418208082765;12.0;3.0;6.0;501.0;6.0;269073
Literary;1297;4568;22;502;0.1813435433344936;1.0;0.248;0.5820000000000001;0.17;57.04469449724829;33.0;7.0;1.0;523.0;5.0;287848
Literary;1442;4781;40;500;0.16031665396664127;1.0;0.22899999999999998;0.57;0.201;61.73868294576079;31.0;5.0;0.0;492.0;12.0;289340
Literary;738;3617;73;639;0.21983900010592095;1.0;0.292;0.591;0.11699999999999999;32.11489893412818;17.0;2.0;1.0;338.0;16.0;232404
Literary;831;3329;13;601;0.2334091378953897;1.0;0.212;0.6579999999999999;0.13;49.97647401077747;14.0;8.0;0.0;414.0;14.0;236982
Literary;1892;4793;75;407;0.1170446981721366;1.0;0.17800000000000002;0.696;0.126;60.641522627712725;9.0;10.0;1.0;1094.0;63.0;446817
Literary;872;4879;9;662;0.22790565501562945;1.0;0.273;0.588;0.139;46.08276608979685;12.0;2.0;1.0;420.0;4.0;222542
Literary;1735;5826;177;950;0.16217560217560215;1.0;0.17800000000000002;0.705;0.11699999999999999;52.91943125698897;29.0;3.0;4.0;719.0;20.0;403939
Detective and Mystery;3566;8355;50;1109;0.143724462261969;1.0;0.249;0.62;0.131;46.65588458709665;45.0;9.0;13.0;1136.0;20.0;654556
Literary;417;2922;179;357;0.2503387263887782;1.0;0.22699999999999998;0.618;0.155;24.69442707790296;13.0;4.0;0.0;182.0;2.0;157411
Literary;2489;6161;215;759;0.15069906920590412;1.0;0.22399999999999998;0.657;0.11900000000000001;45.620337994812594;40.0;15.0;5.0;1404.0;16.0;634028
Sea and Adventure;474;2553;19;161;0.2027184943723476;1.0;0.198;0.68;0.12300000000000001;52.379579759393046;9.0;3.0;0.0;394.0;4.0;202530
Literary;1893;5673;166;939;0.16816628586448834;1.0;0.191;0.649;0.16;38.19595119032428;36.0;15.0;1.0;1349.0;31.0;611886
Literary;1690;5621;101;1018;0.1522767871133536;1.0;0.20600000000000002;0.6859999999999999;0.10800000000000001;53.51949479901643;37.0;3.0;2.0;736.0;19.0;395699
Literary;1940;5593;253;835;0.15788126100176028;1.0;0.172;0.6809999999999999;0.147;52.48699881548816;21.0;4.0;3.0;656.0;15.0;395441
Literary;1422;3401;54;579;0.1881060116354234;1.0;0.222;0.628;0.15;56.95783872183461;24.0;1.0;2.0;659.0;18.0;292814
Literary;2374;8956;35;1039;0.1874032595829919;1.0;0.20800000000000002;0.649;0.14300000000000002;47.50064105422757;35.0;8.0;3.0;1173.0;37.0;535171
Literary;2763;9052;31;4959;0.15207452938916635;1.0;0.214;0.664;0.122;54.66050258254498;43.0;12.0;3.0;1389.0;26.0;640239
Humorous and Wit and Satire;1188;3798;93;412;0.18923334909919595;1.0;0.251;0.637;0.11199999999999999;51.316882818233786;23.0;6.0;2.0;555.0;14.0;299621
Detective and Mystery;2215;4291;156;957;0.1579651493360982;1.0;0.182;0.72;0.098;50.973547825946504;11.0;6.0;0.0;863.0;27.0;374751
Literary;768;2944;49;720;0.2421800682670248;1.0;0.235;0.642;0.122;47.99613917050472;11.0;4.0;2.0;463.0;13.0;223140
Literary;3152;11912;55;2496;0.10873492220733058;1.0;0.22899999999999998;0.625;0.146;52.811740404794136;52.0;11.0;1.0;2073.0;19.0;804966
Literary;576;2799;93;288;0.23728063707417785;1.0;0.248;0.581;0.171;39.261915571368775;15.0;7.0;3.0;341.0;2.0;172173
Literary;908;5022;15;664;0.21177049987687765;1.0;0.264;0.585;0.151;38.16097613376753;14.0;9.0;0.0;480.0;4.0;254172
Literary;2556;7378;172;1793;0.14569787260905245;1.0;0.263;0.563;0.174;46.54572716610929;28.0;12.0;3.0;948.0;29.0;600505
Literary;707;3463;16;1240;0.25396675926361884;1.0;0.243;0.654;0.10300000000000001;49.81029637477556;18.0;8.0;1.0;663.0;10.0;261968
Literary;689;2950;11;1103;0.24970196163433406;1.0;0.23399999999999999;0.638;0.128;50.226093893897286;21.0;8.0;1.0;482.0;5.0;231710
Literary;1641;4379;149;2304;0.1512599660593641;1.0;0.187;0.69;0.12300000000000001;57.33861283039485;30.0;8.0;3.0;802.0;6.0;407083
Detective and Mystery;3546;5732;16;2310;0.13329255029907558;1.0;0.19899999999999998;0.674;0.127;56.02061296372881;43.0;10.0;2.0;1062.0;26.0;574342
Literary;1242;4614;29;406;0.1922911653489172;1.0;0.23800000000000002;0.616;0.147;55.32068964819626;30.0;5.0;0.0;581.0;12.0;284523
Literary;669;4480;63;556;0.24978954260593025;1.0;0.242;0.609;0.149;40.23055387473329;38.0;7.0;3.0;543.0;11.0;256804
Literary;737;4030;65;465;0.24932575611635524;1.0;0.222;0.633;0.146;36.143951412697184;22.0;9.0;3.0;539.0;11.0;252533
Literary;769;3673;43;429;0.2392715198470594;1.0;0.19699999999999998;0.63;0.17300000000000001;35.338733793191544;36.0;3.0;3.0;504.0;12.0;247262
Literary;2183;4574;74;1753;0.13703558148674386;1.0;0.196;0.6890000000000001;0.115;59.37308714652411;40.0;2.0;2.0;803.0;8.0;436508
Literary;2199;5229;10;1978;0.1673348300192431;1.0;0.193;0.696;0.111;49.72624738026986;32.0;12.0;1.0;938.0;7.0;481081
Literary;1249;1912;34;902;0.223807312056267;1.0;0.19;0.68;0.129;51.02899876140199;17.0;2.0;0.0;386.0;2.0;207986
Ghost and Horror;264;2157;69;300;0.30508632757816145;1.0;0.27;0.613;0.11599999999999999;32.92675956256383;13.0;5.0;0.0;343.0;1.0;127535
Detective and Mystery;882;1634;6;264;0.1897261933607948;0.9999;0.152;0.738;0.109;55.51778667048919;10.0;1.0;0.0;285.0;8.0;151368
Detective and Mystery;1073;3918;83;389;0.1783235691753042;1.0;0.215;0.63;0.156;39.23117343685578;10.0;5.0;0.0;582.0;10.0;288356
Detective and Mystery;2612;5298;113;865;0.19201595758641504;1.0;0.205;0.6679999999999999;0.126;43.76099241065532;37.0;10.0;1.0;649.0;18.0;465659
Literary;727;4116;18;774;0.20253482874817685;1.0;0.242;0.625;0.132;45.268602004578035;22.0;5.0;0.0;433.0;8.0;249261
Literary;971;5459;1;1042;0.1669463628735558;1.0;0.20800000000000002;0.6579999999999999;0.134;63.566672146749575;48.0;4.0;0.0;877.0;7.0;374348
Literary;1357;3627;34;698;0.2095116772823779;1.0;0.214;0.654;0.133;55.31865685914548;11.0;2.0;1.0;555.0;11.0;287073
Literary;2126;2524;509;1498;0.20892315955038934;1.0;0.237;0.603;0.159;51.72299080993297;17.0;5.0;1.0;463.0;10.0;327677
Literary;956;2337;21;521;0.28330967349422026;1.0;0.23600000000000002;0.654;0.111;49.7719947511232;6.0;1.0;3.0;221.0;5.0;178401
Literary;1056;3211;22;436;0.22596221133659905;1.0;0.254;0.611;0.135;65.60600066242498;10.0;1.0;0.0;338.0;2.0;173711
Literary;2107;5652;89;956;0.16861383012314493;1.0;0.253;0.591;0.156;61.449293701165224;14.0;6.0;2.0;602.0;12.0;314410
Literary;2244;6425;118;1077;0.1681188346831459;0.9993;0.195;0.617;0.188;68.68078477220186;13.0;3.0;2.0;573.0;12.0;318918
Literary;3196;16811;567;1678;0.09764997810538607;1.0;0.20199999999999999;0.679;0.11900000000000001;61.1633126246969;65.0;7.0;5.0;2251.0;35.0;939386
Detective and Mystery;1185;3657;16;751;0.19546883385724145;1.0;0.20600000000000002;0.68;0.114;52.83631204286532;15.0;6.0;1.0;642.0;6.0;310745
Literary;1866;31279;456;2223;0.08797553621452857;1.0;0.235;0.62;0.145;13.710581115225748;109.0;7.0;27.0;3857.0;45.0;1823109
Literary;549;1816;53;242;0.3289660056657224;1.0;0.244;0.633;0.122;53.29843467786273;8.0;;1.0;184.0;3.0;105456
Literary;2101;7089;15;1147;0.16819948541085014;1.0;0.22399999999999998;0.631;0.145;34.64137599787301;19.0;7.0;2.0;905.0;13.0;452352
Literary;1661;5980;11;882;0.21497340165138207;1.0;0.192;0.652;0.155;35.21522381407394;14.0;5.0;1.0;826.0;15.0;375208
Detective and Mystery;1898;5763;13;1199;0.16140817944941654;1.0;0.21;0.636;0.154;40.92465371342072;26.0;5.0;0.0;892.0;33.0;444314
Literary;1609;4337;11;957;0.15691963505435733;1.0;0.18899999999999997;0.6459999999999999;0.165;65.30441329246753;26.0;3.0;2.0;697.0;24.0;337960
Literary;254;2253;18;905;0.22006398537477148;1.0;0.258;0.624;0.11800000000000001;56.81131321377558;6.0;1.0;4.0;220.0;6.0;157308
Literary;476;4368;86;625;0.2963149002237545;1.0;0.242;0.6709999999999999;0.087;26.405879091737518;18.0;2.0;1.0;536.0;11.0;253943
Literary;1518;13983;183;4578;0.12299169759995468;1.0;0.209;0.653;0.138;27.54777750121133;73.0;11.0;3.0;1814.0;74.0;882627
Literary;336;1860;24;705;0.3155331361975996;1.0;0.18600000000000003;0.693;0.121;53.211021533045475;11.0;2.0;0.0;304.0;9.0;139944
Sea and Adventure;771;3602;68;652;0.20306621519939805;0.9999;0.157;0.706;0.13699999999999998;56.096591585949604;10.0;7.0;1.0;720.0;5.0;261693
Sea and Adventure;1228;4505;85;695;0.21142580275734485;1.0;0.175;0.72;0.105;52.10226876012652;24.0;7.0;1.0;668.0;1.0;287784
Sea and Adventure;1015;3535;99;659;0.2256563479623825;1.0;0.17300000000000001;0.698;0.129;52.01290103933064;12.0;3.0;0.0;642.0;8.0;255973
Literary;1175;4303;30;624;0.17443376242463746;1.0;0.251;0.602;0.147;50.706059838689576;18.0;6.0;1.0;589.0;3.0;305594
Literary;1376;3969;16;504;0.17762013729977116;1.0;0.247;0.5770000000000001;0.17600000000000002;52.81081179652703;17.0;2.0;0.0;484.0;7.0;275362
Literary;1684;4302;29;513;0.1644528779253637;1.0;0.272;0.575;0.154;54.139279386206596;16.0;4.0;2.0;544.0;9.0;298090
Literary;1269;12466;176;4036;0.14113488185956544;1.0;0.23800000000000002;0.638;0.125;28.065991463244444;53.0;15.0;0.0;1600.0;44.0;751036
Literary;970;3782;46;1649;0.2287062524577271;1.0;0.265;0.613;0.122;43.91561912097106;17.0;5.0;1.0;597.0;21.0;311598
Literary;969;3396;70;1244;0.2259341025534219;1.0;0.25;0.599;0.151;45.84579145418331;15.0;10.0;1.0;568.0;24.0;294417
Literary;1183;3796;60;1520;0.22059763202405566;1.0;0.214;0.631;0.155;48.27014325417619;16.0;9.0;2.0;702.0;20.0;326675
Literary;1002;4491;77;835;0.2370478651074245;1.0;0.242;0.64;0.11800000000000001;40.25721383024128;12.0;6.0;2.0;684.0;17.0;357401
Literary;1034;3996;55;734;0.23935000559054825;1.0;0.244;0.618;0.138;40.53092158798765;22.0;7.0;0.0;694.0;9.0;331147
Literary;1114;4064;67;713;0.2450536260502575;1.0;0.237;0.611;0.152;42.99974988546362;11.0;5.0;6.0;638.0;19.0;320788
Detective and Mystery;1206;5386;296;864;0.1943602964872704;1.0;0.212;0.654;0.134;41.01705850170495;17.0;4.0;3.0;587.0;11.0;373113
Literary;1241;3637;42;1107;0.19837273935634592;1.0;0.192;0.7;0.10800000000000001;52.265439465022325;13.0;5.0;0.0;660.0;25.0;302084
Literary;187;808;11;136;0.4542048293089093;0.9993;0.19;0.645;0.165;39.94458991913197;6.0;1.0;0.0;123.0;2.0;57326
Detective and Mystery;1604;5065;81;462;0.16841868148370626;1.0;0.19399999999999998;0.634;0.172;47.32022966984616;28.0;2.0;0.0;528.0;28.0;337688
Literary;1881;7946;44;1680;0.18510562119584675;1.0;0.222;0.647;0.132;56.18445852325417;25.0;10.0;6.0;904.0;19.0;476076
Literary;1220;6268;11;601;0.1779174216430857;1.0;0.265;0.585;0.15;47.072154644335505;17.0;4.0;2.0;612.0;7.0;318017
Literary;923;2332;47;374;0.3011416434355502;1.0;0.214;0.6579999999999999;0.128;44.37348064519108;9.0;9.0;0.0;329.0;11.0;177165
Literary;3717;15846;63;2719;0.10847989303712846;1.0;0.201;0.639;0.16;57.930559256256196;67.0;9.0;5.0;1653.0;28.0;926474
Literary;904;3190;25;296;0.1857383862074641;1.0;0.225;0.65;0.126;52.56413322946079;25.0;9.0;2.0;804.0;45.0;293187
Detective and Mystery;1609;4135;145;786;0.17185515834840498;1.0;0.17600000000000002;0.69;0.134;49.405209027745094;14.0;2.0;1.0;647.0;12.0;311400
Literary;1143;7317;707;1235;0.1906445956789206;1.0;0.187;0.7020000000000001;0.111;58.65952585843624;25.0;6.0;1.0;931.0;18.0;413692
Literary;3061;9876;137;2450;0.130997079682937;1.0;0.218;0.657;0.125;53.7863741683233;48.0;9.0;2.0;1519.0;25.0;807258
Literary;3367;5665;23;5047;0.13559574468085106;1.0;0.195;0.669;0.136;46.67323991100136;13.0;6.0;1.0;1462.0;86.0;581110
Literary;2155;6928;63;1142;0.19199289385191293;1.0;0.20199999999999999;0.662;0.135;44.538167667146844;54.0;14.0;2.0;997.0;31.0;565895
Literary;932;3100;59;611;0.2558088072582429;1.0;0.237;0.638;0.126;46.17668305506993;12.0;5.0;1.0;370.0;;224854
Literary;5335;13662;296;2045;0.08619676945668135;1.0;0.314;0.5579999999999999;0.128;58.499155600832644;67.0;17.0;4.0;1567.0;30.0;923737
Literary;1401;4714;51;1039;0.21604320148773332;1.0;0.18;0.705;0.11599999999999999;47.226635331133174;35.0;11.0;2.0;732.0;17.0;336508
Detective and Mystery;1134;2216;110;443;0.17723682387177234;-0.9964;0.127;0.753;0.12;41.2271612753826;22.0;;1.0;444.0;19.0;267852
Literary;501;4321;82;514;0.2811122414377755;1.0;0.26;0.649;0.092;29.087028126227665;20.0;2.0;4.0;534.0;10.0;244582
Western Stories;3111;8623;272;445;0.13388754281894896;1.0;0.214;0.636;0.15;39.009228331445655;21.0;6.0;3.0;864.0;25.0;590783
Western Stories;2756;8390;249;419;0.13917654087424078;1.0;0.203;0.628;0.16899999999999998;38.939785976935845;13.0;5.0;4.0;758.0;19.0;498279
Literary;1087;3649;13;294;0.2286457291458292;1.0;0.281;0.5670000000000001;0.152;51.15699869317237;18.0;;1.0;435.0;14.0;240745
Literary;1144;4112;6;459;0.21944914876548716;1.0;0.254;0.594;0.152;52.28315892938162;14.0;3.0;1.0;526.0;12.0;267709
Literary;972;3879;14;229;0.22893352462936395;1.0;0.257;0.557;0.18600000000000003;46.450014519871644;18.0;2.0;4.0;480.0;8.0;253765
Literary;1574;4575;51;972;0.1457383616521619;1.0;0.287;0.565;0.14800000000000002;57.46042171271736;23.0;7.0;7.0;631.0;14.0;351271
Western Stories;1730;5153;23;511;0.16931017484849364;1.0;0.209;0.664;0.127;53.17283889595848;19.0;4.0;0.0;763.0;15.0;425553
Literary;1556;9184;175;2515;0.12715242190414486;1.0;0.23800000000000002;0.65;0.11199999999999999;43.744974165964315;36.0;11.0;3.0;853.0;29.0;629366
Literary;691;4443;86;626;0.22540542694345936;1.0;0.259;0.62;0.121;29.851165897937875;24.0;5.0;0.0;615.0;13.0;310324
Literary;757;4355;107;552;0.21949187838400666;1.0;0.267;0.606;0.127;21.51037347718335;29.0;1.0;1.0;641.0;14.0;334554
Literary;800;4046;72;503;0.2058226134055518;1.0;0.255;0.59;0.155;28.86260390489264;29.0;6.0;4.0;679.0;20.0;330707
Literary;863;2917;36;641;0.2313749870479743;1.0;0.226;0.6509999999999999;0.12300000000000001;50.885774858024966;11.0;2.0;2.0;424.0;5.0;237722
